Name,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Quote
Entlebucher Mountain Dog,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,These dogs are originally from Switzerland and were bred for their diligence in herding cattle. They get their name from herders in the Swiss Alps.
Epagneul Pont Audemer,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"Hard-working, gentle and affectionate!"
Epicyon Haydeni,Animalia,Chordata,Mammalia,Carnivora,Canidae,Epicyon,Epicyon haydeni,One of the largest canid species ever found
Epidexipteryx,Animalia,Chordata,Scansoriopterygidae,Epidexipteryx,Epidexipteryx hui,,,Epidexipteryx was one of the smallest non-avian dinosaurs to ever exist.
Equatorial Spitting Cobra,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,Naja sumatrana,Its hood is actually made of many elongated ribs.
Equus Giganteus,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus giganteus,Equus giganteus is the largest species of horse that has ever lived.
Ermine,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela erminea,A very bold and ferocious predator!
Eryops,Animalia,Chordata,Amphibia,Temnospondyli,Eryopidae,Eryops,Eryops megacephalus,"Unlike modern amphibians, Eryops had a well-developed rib cage"
Escolar,Animalia,Chordata,Actinopterygii,Scombriformes,Gempylidae,Lepidocybium,Lepidocybium flavobrunneum,"Its system can’t metabolize wax esters, which can lead to unpleasantness for diners."
Eskimo Dog,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,Takes pure delight in cold weather!
Eskipoo,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"Eskipoos are called pookimos by the American Canine Hybrid Club, Designer Dogs Kennel Club, and Designer Breed Registry."
Estrela Mountain Dog,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Very protective and stubborn!
Euoplocephalus,Animalia,Chordata,Ornithischia,Ankylosauridae,Euoplocephalus,Euoplocephalus tutus,,Euplocephalus are the only Ankylosaurid dinosaurs with a bone plated head.
Eurasian Beaver,Animalia,Chordata,Mammalia,Rodentia,Castoridae,Castor,Castor fiber,Eats 20% of its weight daily!
Eurasian Bullfinch,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Pyrrhula,Pyrrhula pyrrhula,The shy eurasian bullfinch prefers to forage very close to cover.
Eurasian Collared Dove,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia decaocto,The Eurasian collared dove has been extensively studied due to its amazing ability to rapidly colonize new territories.
Eurasian Eagle Owl,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,Bubo bubo,The Eurasian Eagle-owl is the second largest owl in the world with a wingspan up to six feet!
Eurasian Jay,Animalia,Chordata,Aves,Passeriformes,Corvidae,Garrulus,Garrulus glandarius,The Eurasian jay has the ability to mimic other sounds
Eurasian Lynx,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx lynx,"Eurasian lynxes can survive extreme weather up to elevations of 18,000 feet"
Eurasian Nuthatch,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,Sitta europaea,Its song has been compared to a toy horn.
Eurasian Sparrowhawk,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter nisus,Females are typically 25% larger than males.
Eurasian Wolf,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus lupus,Coloring depends on location.
Eurasier,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,"This breed came about after Julius Wipfel, a German professor in the 1940s, crossed a chow chow with a German spitz with the hope of breeding the perfect spitz."
European Bee Eater,Animalia,Chordata,Aves,Coraciiformes,Meropidae,Merops,Merops apiaster,They can eat up to 250 bees per day!
European Corn Borer,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Ostrinia,Ostrinia Nubilalis,Female can lay up to 600 eggs in her 14-day lifespan
European Goldfinch,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carduelis,Carduelis carduelis,"They are frequent visitors to backyard feeders, especially those containing niger seeds."
European Polecat,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Its fur changes color in the winter!
European Robin,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erithacus,Erithacus rubecula,Male robins are so aggressive and territorial that they will attack their own reflections.
European Starling,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sturnus,Sturnus vulgaris,"European starlings are accomplished mimics, often copying songs or sounds of other birds and animals (frog calls, goats, cats), or even mechanical sounds and human speech!"
European Wildcat,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus silvestris,A group of wild cats is called a destruction
Eurypterus,Animalia,Arthropoda,Eurypterida,Eurypteridae,Eurypterus,,,Eurypterus has a long tail that looks like a scorpion's stinger
Evening Bat,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nycticeius,Nycticeius humeralis,The evening bat is one of the few bats that regularly has twins
Evening Grosbeak,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Hesperiphona,Hesperiphona vespertina,They are friendly and non-aggressive to those in their species.
Executioner Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes carnifex,The Executioner Wasp's sting is one of the most painful in the world.
Eyelash Viper,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothriechis,Bothriechis schlegelii,"While the eyelash viper can be a pet, be cautious – they are extremely venomous!"
Fainting Goat,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra aegagrus hircus,"These goats don't actually faint, instead they fall over due to their inability to relax their muscles after tensing"
Fairy Wren,Animalia,Chordata,Aves,Passeriformes,Maluridae,Malurus,"Malurus Splendens, Malurus cyaneus, and others",They forage in groups
Falcon,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,,"The falcon is faster than any other animal on earth, both on land and in the air"
Fallow Deer,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,Dama dama,The fallow deer has more variation in its coat colors than most other deer.
False Cobra,Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Malpolon,Malpolon moilensis,"When it feels threatened, it mimics a cobra in an attempt to dissuade a potential attacker."
False Coral Snake,Animalia,Chordata,Reptilia,Squamata,Aniliidae,,,The false coral snake mimics both the coral snake and the cobra to scare away predators
False Killer Whale,Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae,Pseudorca,Pseudorca crassidens,The false killer whale looks like a cross between a dolphin and orca!
False Water Cobra,Animalia,Chordata,Reptilia,Squamata,Colubridae,Hydrodynastes,Hydrodynastes gigas,"There are several color morphs, including lavender!"
False Widow Spider,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Steatoda,Steatoda grossa,False spiders actually prey on black widow spiders and other hazardous spiders
Fancy Mouse,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus domestica,Fancy mice are beloved pets with a history of domestication spanning thousands of years!
Fangtooth,Animalia,Chordata,Actinopterygii,Beryciformes,Anoplogastridae,Anoplogaster,Anoplogaster spp.,Has the largest teeth compared to body size of any known fish!
Feather Star,Animalia,Echinodermata,Crinoidea,Comatulida,,,,"Feather stars look like flowers. They have no heart, eyes, or brain."
Feist,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,The word feisty derived from this type of dog.
Fennec Fox,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes zerda,Can get all their water from their food!
Fer De Lance Snake,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,"B. asper, B. atrox, B. lanceolatus",The Most Dangerous Snake in the Americas
Ferret,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela furo,Ferrets can be trained to do tricks like dogs.
Ferruginous Hawk,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo regalis,The ferruginous hawk comes in both light and dark morphs
Fiddler Crab,Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,,,The fiddler crab gets its name from the motion the males make with their over-sized claw during the mating ritual.
Field Cuckoo Bumblebee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus campestris,Field cuckoo bumblebees lay their eggs in established nests of other species
Field Spaniel,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,"While originally bred for hunting, Field Spaniels are more commonly used as a family dog or a show dog."
Fierce Snake,Animalia,Chordata,Reptilia,Squamata,Elapidae,Oxyuranus,Oxyuranus microlepidotus,It can kill multiple humans with the amount of venom it releases in one bite.
Figeater Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Cotinis,Cotinis mutabilis,Figeater beetles only open their wings partially when they fly.
Fila Brasileiro,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"The breed has a unique, cat-like gait, while females have a finer gait than males."
Fin Whale,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,Balaenoptera Physalus,Found throughout ocean waters worldwide!
Finch,Animalia,Chordata,Aves,Passeriformes,Fringillidae,,,"Finches have strong, conical bills that help them break open tough seeds that many other birds cannot."
Finnish Lapphund,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,The Finnish Lapphund was bred to herd reindeer!
Finnish Spitz,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Likes to bark a lot!
Fire Ball Python,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,Python regius,The fire ball python morph is known for its rich golden and reddish-brown coloration.
Fire Bellied Toad,Animalia,Chordata,Amphibia,Anura,Bombinatoridae,Bombina,Bombina,Found across mainland Europe and Asia!
Fire Eel,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus,Mastacembelus erythrotaenia,Fire Eels are not true eels.
Fire Salamander,Animalia,Chordata,Amphibia,Urodela,Salamandridae,Salamandra,,Its name comes from the fact that people once believed it was born in fire
Firefly Ball Python,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,Python regius,
Firefly,Animalia,Arthropoda,Insecta,Coleoptera,Lampyridae,Lampyridae,,The firefly produces some of the most efficient light in the world
Fish,,,,,,,,
Fisher,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Pekania,Pekania pennanti,The fisher is an agile climber and makes its home in tree hollows.
Fishing Cat,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,Prionailurus viverrinus,Scoops fish out of the water using its paw!
Fishing Spiders,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Dolomedes,,Fishing spiders have hydrophobic hair on their skin that allows them to survive on water
Flamingo,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,,Sleeps on just one leg!
Flat Coated Retriever,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Flat-Coated Retrievers are one of the oldest retriever breeds; they were bred beginning in the 19th century.
Flathead Catfish,Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Pylodictis,Pylodictis olivaris,The only predators that prey on flathead catfish are members of their own species and humans who catch them for commercial and recreational purposes.
Flea Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,,,Flea beetles can jump like fleas when threatened.
Flea,Animalia,Arthropoda,Insecta,Siphonaptera,,,,Adult fleas can jump up to 7 inches in the air
Fleckvieh Cattle,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus taurus,"Besides being bred for milk and meat, these cattle were also used as draft oxen."
Florida Gar,Animalia,Chordata,Actinopterygii,Lepisosteiformes,Lepisosteidae,Lepisosteus,Lepisosteus platyrhincus,The Florida gar has toxic eggs to protect against predators
Florida Mouse,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Podomys,Podomys floridanus,It is the only mammal native to the state of Florida.
Florida Panther,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor couguar,Florida panthers can leap more than 4.5 meters (15 feet) in the air.
Florida Woods Cockroach,Animalia,Arthropoda,Insecta,Blattodea,Ectobiidae,Blattella,Eurycotis floridana,Often found on palmetto trees
Flounder Fish,Animalia,Chordata,Pleuronechthyidae,Paralichthyidae,Paralichthys,,,There are around 240 different species of Flounder fish
Flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys,The flounder lies motionless on the ground to ambush prey!
Flour Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,,,Flour beetles are adapted to survive in very dry environments.
Flowerhorn Fish,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,,,The Flowerhorn fish is an artificial species; it does not exist naturally
Fluke Fish,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys dentatus,Chameleons of the sea!
Fly,Animalia,Arthropoda,Insecta,Diptera,,,,"There are more than 240,000 different species!"
Flycatcher,Animalia,Chordata,Aves,Passeriformes,Muscicapidae & Tyrannidae,,,Most of the hundreds of varieties of flycatchers belong to the Tyrannidae and Muscicapidae families!
Flying Fish,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,,,Can glide in the air for hundreds of feet
Flying Lemur,Animalia,Chordata,Mammalia,Dermoptera,Cynocephalidae,,,"The second pair of upper incisors in a flying lemur has a double root, which is unique for mammals."
Flying Snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Chrysopelea,Chrysopelea ornata,Flying snakes are the only gliding limbless vertebrates or animals with a backbone!
Flying Squirrel,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Pteromyini,Pteromyini,Can glide up to 90 meters!
Football Fish,Animalia,Chordata,Actinopterygii,Lophiiformes,Himantolophidae,Himantolophus,,The football fish is named after its unusual round or oblong shape
Forest Cobra,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,Naja melanoleuca,"There are three different color morphs, which entirely depend on the region that they live in."
Forest Cuckoo Bumblebee 2,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus sylvestris,Female and male forest cuckoo bumblebees have different dietary preferences
Formosan Mountain Dog,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Formosa is the Portuguese term for the island of Taiwan
Fossa,Animalia,Chordata,Mammalia,Carnivora,Eupleridae,Cryptoprocta,Cryptoprocta ferox,Most closely related to the Mongoose!
Fox Snakes,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,P. vulpinus and P. ramspotti,"In some areas, fox snakes and gopher snakes have crossbred in the wild."
Fox Squirrel,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus niger,"Although it is a tree squirrel, it spends most of its time on the ground."
Fox Terrier,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,First bred in the mid-19th century!
Fox,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes,"Only 12 species are considered ""true foxes"""
Freeway Ball Python,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,Python regius,Freeway ball pythons come from breeding yellow belly and asphalt ball pythons.
French Bulldog Mix,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"If successfully socialized and trained from a young age, these pups grow into well-mannered and friendly dogs that get along with children of all ages and other pets."
French Bulldog,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,These dogs are very talkative. They use a variety of sounds to “talk” to their owners
French Lop,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Oryctolagus Cuniculus,One of the largest rabbit breeds
Frenchton,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"Loyal small dogs, the Frenchton will keep you warm at night with loving cuddles, but also awake with their funny loud snoring!"
Frengle,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Frengles have a haunting howl very similar to their Beagle parent.
Freshwater Crocodile,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,Crocodylus johnstoni,The freshwater crocodile is the fastest crocodile on land.
Freshwater Drum,Animalia,Chordata,Actinopterygii,Acanthuriformes,Sciaenidae,Aplodinotus,Aplodinotus grunniens,"These fish are very vocal, and males make a rumbling or grunting noise during breeding season to attract a mate."
